2109092,3107616
141342,2109092
322388,2109092
2109092,2130031
1149705,2109092
37495,2109092
1269404,2109092
1997146,2109092
10698299,11269436
10698299,11429999
10698299,11552234
10698299,13215406
10698299,14273399
10698299,14420089
10698299,14524145
10698299,14570665
10698299,15247603
10698299,15278341
1557328,10698299
10698299,15858059
10698299,16171946
10698299,16876853
10698299,18658174
10698299,18841902
10698299,19327272
10698299,19545869
10698299,20248157
10698299,20984623
10698299,21465639
10698299,21476462
10698299,22910089
10698299,24529794
10698299,25009887
10698299,25771298
10698299,26663241
10698299,27583753
10698299,27607955
10698299,27741299
10698299,27786331
2945450,10698299
10698299,28309561
10698299,28494929
10698299,28557654
10698299,28607950
10698299,29080426
10698299,29688397
10698299,30412601
10698299,30632871
3203732,10698299
10698299,31241811
10698299,31785949
10698299,32180646
10698299,33319824
10698299,33664126
314761,10698299
10698299,35200074
10698299,35385517
10698299,35431607
10698299,35511516
10698299,35576913
10698299,36024322
5912738,10698299
6333531,10698299
6850439,10698299
6989602,10698299
7077066,10698299
7695340,10698299
7924627,10698299
9098501,10698299
9233840,10698299
9297425,10698299
9713013,10698299
9734625,10698299
9851889,10698299
495168,1419319
1419319,3311986
680363,1419319
4084,1419319
1347819,1419319
1419319,2826499
59157,1419319
64958,1419319
1419319,2187137
1419319,4840920
245576,1419319
1419319,3821596
1419319,2526978
1419319,5413745
79439,1419319
82163,1419319
1419319,6190465
1419319,7498043
98520,1419319
116706,1419319
125981,1419319
1419319,2575581
1419319,3107616
141342,1419319
322388,1419319
1419319,2130031
1149705,1419319
37495,1419319
1269404,1419319
1419319,1997146
1814,2240
1814,2782
1814,3060
1814,2200368
273,1814
439,1814
1548,1814
1548,1814
1579,1814
11269436,11429999
11269436,11552234
11269436,13215406
11269436,14273399
11269436,14420089
11269436,14524145
11269436,14570665
11269436,15247603
11269436,15278341
1557328,11269436
11269436,15858059
11269436,16171946
11269436,16876853
11269436,18658174
11269436,18841902
11269436,19327272
11269436,19545869
11269436,20248157
11269436,20984623
11269436,21465639
11269436,21476462
11269436,22910089
11269436,24529794
11269436,25009887
11269436,25771298
11269436,26663241
11269436,27583753
11269436,27607955
11269436,27741299
11269436,27786331
2945450,11269436
11269436,28309561
11269436,28494929
11269436,28557654
11269436,28607950
11269436,29080426
11269436,29688397
11269436,30412601
11269436,30632871
3203732,11269436
11269436,31241811
11269436,31785949
11269436,32180646
11269436,33319824
11269436,33664126
314761,11269436
11269436,35200074
11269436,35385517
11269436,35431607
11269436,35511516
11269436,35576913
11269436,36024322
5912738,11269436
6333531,11269436
6850439,11269436
6989602,11269436
7077066,11269436
7695340,11269436
7924627,11269436
9098501,11269436
9233840,11269436
9297425,11269436
9713013,11269436
9734625,11269436
9851889,11269436
11429999,11552234
11429999,13215406
11429999,14273399
11429999,14420089
11429999,14524145
11429999,14570665
11429999,15247603
11429999,15278341
1557328,11429999
11429999,15858059
11429999,16171946
11429999,16876853
11429999,18658174
11429999,18841902
11429999,19327272
11429999,19545869
11429999,20248157
11429999,20984623
11429999,21465639
11429999,21476462
11429999,22910089
11429999,24529794
11429999,25009887
11429999,25771298
11429999,26663241
11429999,27583753
11429999,27607955
11429999,27741299
11429999,27786331
2945450,11429999
11429999,28309561
11429999,28494929
11429999,28557654
11429999,28607950
11429999,29080426
11429999,29688397
11429999,30412601
11429999,30632871
3203732,11429999
11429999,31241811
11429999,31785949
11429999,32180646
11429999,33319824
11429999,33664126
314761,11429999
11429999,35200074
11429999,35385517
11429999,35431607
11429999,35511516
11429999,35576913
11429999,36024322
5912738,11429999
6333531,11429999
6850439,11429999
6989602,11429999
7077066,11429999
7695340,11429999
7924627,11429999
9098501,11429999
9233840,11429999
9297425,11429999
9713013,11429999
9734625,11429999
9851889,11429999
495168,3311986
495168,680363
4084,495168
495168,1347819
495168,2826499
59157,495168
64958,495168
495168,2187137
495168,4840920
245576,495168
495168,3821596
495168,2526978
495168,5413745
79439,495168
82163,495168
495168,6190465
495168,7498043
98520,495168
116706,495168
125981,495168
495168,2575581
495168,3107616
141342,495168
322388,495168
495168,2130031
495168,1149705
37495,495168
495168,1269404
495168,1997146
11552234,13215406
11552234,14273399
11552234,14420089
11552234,14524145
11552234,14570665
11552234,15247603
11552234,15278341
1557328,11552234
11552234,15858059
11552234,16171946
11552234,16876853
11552234,18658174
11552234,18841902
11552234,19327272
11552234,19545869
11552234,20248157
11552234,20984623
11552234,21465639
11552234,21476462
11552234,22910089
11552234,24529794
11552234,25009887
11552234,25771298
11552234,26663241
11552234,27583753
11552234,27607955
11552234,27741299
11552234,27786331
2945450,11552234
11552234,28309561
11552234,28494929
11552234,28557654
11552234,28607950
11552234,29080426
11552234,29688397
11552234,30412601
11552234,30632871
3203732,11552234
11552234,31241811
11552234,31785949
11552234,32180646
11552234,33319824
11552234,33664126
314761,11552234
11552234,35200074
11552234,35385517
11552234,35431607
11552234,35511516
11552234,35576913
11552234,36024322
5912738,11552234
6333531,11552234
6850439,11552234
6989602,11552234
7077066,11552234
7695340,11552234
7924627,11552234
9098501,11552234
9233840,11552234
9297425,11552234
9713013,11552234
9734625,11552234
9851889,11552234
813698,1577142
2401,813698
26698,813698
680363,3311986
4084,3311986
1347819,3311986
2826499,3311986
59157,3311986
64958,3311986
2187137,3311986
3311986,4840920
245576,3311986
3311986,3821596
2526978,3311986
3311986,5413745
79439,3311986
82163,3311986
3311986,6190465
3311986,7498043
98520,3311986
116706,3311986
125981,3311986
2575581,3311986
3107616,3311986
141342,3311986
322388,3311986
2130031,3311986
1149705,3311986
37495,3311986
1269404,3311986
1997146,3311986
4084,680363
680363,1347819
680363,2826499
59157,680363
64958,680363
680363,2187137
680363,4840920
245576,680363
680363,3821596
680363,2526978
680363,5413745
79439,680363
82163,680363
680363,6190465
680363,7498043
98520,680363
116706,680363
125981,680363
680363,2575581
680363,3107616
141342,680363
322388,680363
680363,2130031
680363,1149705
37495,680363
680363,1269404
680363,1997146
151385,483966
483966,3627829
336510,483966
387833,483966
392897,483966
4084,1347819
4084,2826499
4084,59157
4084,64958
4084,2187137
4084,4840920
4084,245576
4084,3821596
4084,2526978
4084,5413745
4084,79439
4084,82163
4084,6190465
4084,7498043
4084,98520
4084,116706
4084,125981
4084,2575581
4084,3107616
4084,141342
4084,322388
4084,2130031
4084,1149705
4084,37495
4084,1269404
4084,1997146
9229174,9847312
9229174,10643834
1355150,9229174
9229174,12670688
1647418,9229174
9229174,12670688
9229174,18886765
9229174,19807678
9229174,12670688
9229174,12670688
1784078,9229174
9229174,19331237
9229174,12670688
9229174,20122661
2897862,9229174
9229174,28955192
3556772,9229174
9229174,24130698
9229174,28808107
9229174,24130698
5955482,9229174
7567967,9229174
7112042,9229174
5971544,9229174
2240,2782
2240,3060
2240,2200368
273,2240
439,2240
1548,2240
1548,2240
1579,2240
13215406,14273399
13215406,14420089
13215406,14524145
13215406,14570665
13215406,15247603
13215406,15278341
1557328,13215406
13215406,15858059
13215406,16171946
13215406,16876853
13215406,18658174
13215406,18841902
13215406,19327272
13215406,19545869
13215406,20248157
13215406,20984623
13215406,21465639
13215406,21476462
13215406,22910089
13215406,24529794
13215406,25009887
13215406,25771298
13215406,26663241
13215406,27583753
13215406,27607955
13215406,27741299
13215406,27786331
2945450,13215406
13215406,28309561
13215406,28494929
13215406,28557654
13215406,28607950
13215406,29080426
13215406,29688397
13215406,30412601
13215406,30632871
3203732,13215406
13215406,31241811
13215406,31785949
13215406,32180646
13215406,33319824
13215406,33664126
314761,13215406
13215406,35200074
13215406,35385517
13215406,35431607
13215406,35511516
13215406,35576913
13215406,36024322
5912738,13215406
6333531,13215406
6850439,13215406
6989602,13215406
7077066,13215406
7695340,13215406
7924627,13215406
9098501,13215406
9233840,13215406
9297425,13215406
9713013,13215406
9734625,13215406
9851889,13215406
1347819,2826499
59157,1347819
64958,1347819
1347819,2187137
1347819,4840920
245576,1347819
1347819,3821596
1347819,2526978
1347819,5413745
79439,1347819
82163,1347819
1347819,6190465
1347819,7498043
98520,1347819
116706,1347819
125981,1347819
1347819,2575581
1347819,3107616
141342,1347819
322388,1347819
1347819,2130031
1149705,1347819
37495,1347819
1269404,1347819
1347819,1997146
9847312,10643834
1355150,9847312
9847312,12670688
1647418,9847312
9847312,12670688
9847312,18886765
9847312,19807678
9847312,12670688
9847312,12670688
1784078,9847312
9847312,19331237
9847312,12670688
9847312,20122661
2897862,9847312
9847312,28955192
3556772,9847312
9847312,24130698
9847312,28808107
9847312,24130698
5955482,9847312
7567967,9847312
7112042,9847312
5971544,9847312
59157,2826499
64958,2826499
2187137,2826499
2826499,4840920
245576,2826499
2826499,3821596
2526978,2826499
2826499,5413745
79439,2826499
82163,2826499
2826499,6190465
2826499,7498043
98520,2826499
116706,2826499
125981,2826499
2575581,2826499
2826499,3107616
141342,2826499
322388,2826499
2130031,2826499
1149705,2826499
37495,2826499
1269404,2826499
1997146,2826499
14273399,14420089
14273399,14524145
14273399,14570665
14273399,15247603
14273399,15278341
1557328,14273399
14273399,15858059
14273399,16171946
14273399,16876853
14273399,18658174
14273399,18841902
14273399,19327272
14273399,19545869
14273399,20248157
14273399,20984623
14273399,21465639
14273399,21476462
14273399,22910089
14273399,24529794
14273399,25009887
14273399,25771298
14273399,26663241
14273399,27583753
14273399,27607955
14273399,27741299
14273399,27786331
2945450,14273399
14273399,28309561
14273399,28494929
14273399,28557654
14273399,28607950
14273399,29080426
14273399,29688397
14273399,30412601
14273399,30632871
3203732,14273399
14273399,31241811
14273399,31785949
14273399,32180646
14273399,33319824
14273399,33664126
314761,14273399
14273399,35200074
14273399,35385517
14273399,35431607
14273399,35511516
14273399,35576913
14273399,36024322
5912738,14273399
6333531,14273399
6850439,14273399
6989602,14273399
7077066,14273399
7695340,14273399
7924627,14273399
9098501,14273399
9233840,14273399
9297425,14273399
9713013,14273399
9734625,14273399
9851889,14273399
10390579,10653088
10390579,12377195
10390579,12670688
10390579,12670688
10390579,12670688
10390579,12670688
10390579,12670688
10390579,12670688
10390579,12670688
2769140,10390579
10390579,12670688
387979,10390579
5975943,10390579
6236088,10390579
6279017,10390579
6539903,10390579
14420089,14524145
14420089,14570665
14420089,15247603
14420089,15278341
1557328,14420089
14420089,15858059
14420089,16171946
14420089,16876853
14420089,18658174
14420089,18841902
14420089,19327272
14420089,19545869
14420089,20248157
14420089,20984623
14420089,21465639
14420089,21476462
14420089,22910089
14420089,24529794
14420089,25009887
14420089,25771298
14420089,26663241
14420089,27583753
14420089,27607955
14420089,27741299
14420089,27786331
2945450,14420089
14420089,28309561
14420089,28494929
14420089,28557654
14420089,28607950
14420089,29080426
14420089,29688397
14420089,30412601
14420089,30632871
3203732,14420089
14420089,31241811
14420089,31785949
14420089,32180646
14420089,33319824
14420089,33664126
314761,14420089
14420089,35200074
14420089,35385517
14420089,35431607
14420089,35511516
14420089,35576913
14420089,36024322
5912738,14420089
6333531,14420089
6850439,14420089
6989602,14420089
7077066,14420089
7695340,14420089
7924627,14420089
9098501,14420089
9233840,14420089
9297425,14420089
9713013,14420089
9734625,14420089
9851889,14420089
14524145,14570665
14524145,15247603
14524145,15278341
1557328,14524145
14524145,15858059
14524145,16171946
14524145,16876853
14524145,18658174
14524145,18841902
14524145,19327272
14524145,19545869
14524145,20248157
14524145,20984623
14524145,21465639
14524145,21476462
14524145,22910089
14524145,24529794
14524145,25009887
14524145,25771298
14524145,26663241
14524145,27583753
14524145,27607955
14524145,27741299
14524145,27786331
2945450,14524145
14524145,28309561
14524145,28494929
14524145,28557654
14524145,28607950
14524145,29080426
14524145,29688397
14524145,30412601
14524145,30632871
3203732,14524145
14524145,31241811
14524145,31785949
14524145,32180646
14524145,33319824
14524145,33664126
314761,14524145
14524145,35200074
14524145,35385517
14524145,35431607
14524145,35511516
14524145,35576913
14524145,36024322
5912738,14524145
6333531,14524145
6850439,14524145
6989602,14524145
7077066,14524145
7695340,14524145
7924627,14524145
9098501,14524145
9233840,14524145
9297425,14524145
9713013,14524145
9734625,14524145
9851889,14524145
14570665,15247603
14570665,15278341
1557328,14570665
14570665,15858059
14570665,16171946
14570665,16876853
14570665,18658174
14570665,18841902
14570665,19327272
14570665,19545869
14570665,20248157
14570665,20984623
14570665,21465639
14570665,21476462
14570665,22910089
14570665,24529794
14570665,25009887
14570665,25771298
14570665,26663241
14570665,27583753
14570665,27607955
14570665,27741299
14570665,27786331
2945450,14570665
14570665,28309561
14570665,28494929
14570665,28557654
14570665,28607950
14570665,29080426
14570665,29688397
14570665,30412601
14570665,30632871
3203732,14570665
14570665,31241811
14570665,31785949
14570665,32180646
14570665,33319824
14570665,33664126
314761,14570665
14570665,35200074
14570665,35385517
14570665,35431607
14570665,35511516
14570665,35576913
14570665,36024322
5912738,14570665
6333531,14570665
6850439,14570665
6989602,14570665
7077066,14570665
7695340,14570665
7924627,14570665
9098501,14570665
9233840,14570665
9297425,14570665
9713013,14570665
9734625,14570665
9851889,14570665
1355150,10643834
10643834,12670688
1647418,10643834
10643834,12670688
10643834,18886765
10643834,19807678
10643834,12670688
10643834,12670688
1784078,10643834
10643834,19331237
10643834,12670688
10643834,20122661
2897862,10643834
10643834,28955192
3556772,10643834
10643834,24130698
10643834,28808107
10643834,24130698
5955482,10643834
7567967,10643834
7112042,10643834
5971544,10643834
10653088,12377195
10653088,12670688
10653088,12670688
10653088,12670688
10653088,12670688
10653088,12670688
10653088,12670688
10653088,12670688
2769140,10653088
10653088,12670688
387979,10653088
5975943,10653088
6236088,10653088
6279017,10653088
6539903,10653088
205803,242913
205803,273980
59157,64958
59157,2187137
59157,4840920
59157,245576
59157,3821596
59157,2526978
59157,5413745
59157,79439
59157,82163
59157,6190465
59157,7498043
59157,98520
59157,116706
59157,125981
59157,2575581
59157,3107616
59157,141342
59157,322388
59157,2130031
59157,1149705
37495,59157
59157,1269404
59157,1997146
15247603,15278341
1557328,15247603
15247603,15858059
15247603,16171946
15247603,16876853
15247603,18658174
15247603,18841902
15247603,19327272
15247603,19545869
15247603,20248157
15247603,20984623
15247603,21465639
15247603,21476462
15247603,22910089
15247603,24529794
15247603,25009887
15247603,25771298
15247603,26663241
15247603,27583753
15247603,27607955
15247603,27741299
15247603,27786331
2945450,15247603
15247603,28309561
15247603,28494929
15247603,28557654
15247603,28607950
15247603,29080426
15247603,29688397
15247603,30412601
15247603,30632871
3203732,15247603
15247603,31241811
15247603,31785949
15247603,32180646
15247603,33319824
15247603,33664126
314761,15247603
15247603,35200074
15247603,35385517
15247603,35431607
15247603,35511516
15247603,35576913
15247603,36024322
5912738,15247603
6333531,15247603
6850439,15247603
6989602,15247603
7077066,15247603
7695340,15247603
7924627,15247603
9098501,15247603
9233840,15247603
9297425,15247603
9713013,15247603
9734625,15247603
9851889,15247603
1557328,15278341
15278341,15858059
15278341,16171946
15278341,16876853
15278341,18658174
15278341,18841902
15278341,19327272
15278341,19545869
15278341,20248157
15278341,20984623
15278341,21465639
15278341,21476462
15278341,22910089
15278341,24529794
15278341,25009887
15278341,25771298
15278341,26663241
15278341,27583753
15278341,27607955
15278341,27741299
15278341,27786331
2945450,15278341
15278341,28309561
15278341,28494929
15278341,28557654
15278341,28607950
15278341,29080426
15278341,29688397
15278341,30412601
15278341,30632871
3203732,15278341
15278341,31241811
15278341,31785949
15278341,32180646
15278341,33319824
15278341,33664126
314761,15278341
15278341,35200074
15278341,35385517
15278341,35431607
15278341,35511516
15278341,35576913
15278341,36024322
5912738,15278341
6333531,15278341
6850439,15278341
6989602,15278341
7077066,15278341
7695340,15278341
7924627,15278341
9098501,15278341
9233840,15278341
9297425,15278341
9713013,15278341
9734625,15278341
9851889,15278341
694333,829266
694333,851242
694333,1010816
694333,1019997
336309,694333
1557328,15858059
1557328,16171946
1557328,16876853
1557328,18658174
1557328,18841902
1557328,19327272
1557328,19545869
1557328,20248157
1557328,20984623
1557328,21465639
1557328,21476462
1557328,22910089
1557328,24529794
1557328,25009887
1557328,25771298
1557328,26663241
1557328,27583753
1557328,27607955
1557328,27741299
1557328,27786331
1557328,2945450
1557328,28309561
1557328,28494929
1557328,28557654
1557328,28607950
1557328,29080426
1557328,29688397
1557328,30412601
1557328,30632871
1557328,3203732
1557328,31241811
1557328,31785949
1557328,32180646
1557328,33319824
1557328,33664126
314761,1557328
1557328,35200074
1557328,35385517
1557328,35431607
1557328,35511516
1557328,35576913
1557328,36024322
1557328,5912738
1557328,6333531
1557328,6850439
1557328,6989602
1557328,7077066
1557328,7695340
1557328,7924627
1557328,9098501
1557328,9233840
1557328,9297425
1557328,9713013
1557328,9734625
1557328,9851889
15858059,16171946
15858059,16876853
15858059,18658174
15858059,18841902
15858059,19327272
15858059,19545869
15858059,20248157
15858059,20984623
15858059,21465639
15858059,21476462
15858059,22910089
15858059,24529794
15858059,25009887
15858059,25771298
15858059,26663241
15858059,27583753
15858059,27607955
15858059,27741299
15858059,27786331
2945450,15858059
15858059,28309561
15858059,28494929
15858059,28557654
15858059,28607950
15858059,29080426
15858059,29688397
15858059,30412601
15858059,30632871
3203732,15858059
15858059,31241811
15858059,31785949
15858059,32180646
15858059,33319824
15858059,33664126
314761,15858059
15858059,35200074
15858059,35385517
15858059,35431607
15858059,35511516
15858059,35576913
15858059,36024322
5912738,15858059
6333531,15858059
6850439,15858059
6989602,15858059
7077066,15858059
7695340,15858059
7924627,15858059
9098501,15858059
9233840,15858059
9297425,15858059
9713013,15858059
9734625,15858059
9851889,15858059
4436225,4457056
4436225,6304499
4436225,6646317
610248,4436225
667951,4436225
4436225,9922924
804826,4436225
4436225,14360723
4436225,15388371
4436225,15965735
4436225,18830821
4436225,18863723
4436225,19149123
4436225,20427076
4436225,21110285
4436225,21542832
4436225,23394732
2314071,4436225
2561482,4436225
4457056,6304499
4457056,6646317
610248,4457056
667951,4457056
4457056,9922924
804826,4457056
4457056,14360723
4457056,15388371
4457056,15965735
4457056,18830821
4457056,18863723
4457056,19149123
4457056,20427076
4457056,21110285
4457056,21542832
4457056,23394732
2314071,4457056
2561482,4457056
16171946,16876853
16171946,18658174
16171946,18841902
16171946,19327272
16171946,19545869
16171946,20248157
16171946,20984623
16171946,21465639
16171946,21476462
16171946,22910089
16171946,24529794
16171946,25009887
16171946,25771298
16171946,26663241
16171946,27583753
16171946,27607955
16171946,27741299
16171946,27786331
2945450,16171946
16171946,28309561
16171946,28494929
16171946,28557654
16171946,28607950
16171946,29080426
16171946,29688397
16171946,30412601
16171946,30632871
3203732,16171946
16171946,31241811
16171946,31785949
16171946,32180646
16171946,33319824
16171946,33664126
314761,16171946
16171946,35200074
16171946,35385517
16171946,35431607
16171946,35511516
16171946,35576913
16171946,36024322
5912738,16171946
6333531,16171946
6850439,16171946
6989602,16171946
7077066,16171946
7695340,16171946
7924627,16171946
9098501,16171946
9233840,16171946
9297425,16171946
9713013,16171946
9734625,16171946
9851889,16171946
64958,2187137
64958,4840920
64958,245576
64958,3821596
64958,2526978
64958,5413745
64958,79439
64958,82163
64958,6190465
64958,7498043
64958,98520
64958,116706
64958,125981
64958,2575581
64958,3107616
64958,141342
64958,322388
64958,2130031
64958,1149705
37495,64958
64958,1269404
64958,1997146
2187137,4840920
245576,2187137
2187137,3821596
2187137,2526978
2187137,5413745
79439,2187137
82163,2187137
2187137,6190465
2187137,7498043
98520,2187137
116706,2187137
125981,2187137
2187137,2575581
2187137,3107616
141342,2187137
322388,2187137
2130031,2187137
1149705,2187137
37495,2187137
1269404,2187137
1997146,2187137
2782,3060
2782,2200368
273,2782
439,2782
1548,2782
1548,2782
1579,2782
16876853,18658174
16876853,18841902
16876853,19327272
16876853,19545869
16876853,20248157
16876853,20984623
16876853,21465639
16876853,21476462
16876853,22910089
16876853,24529794
16876853,25009887
16876853,25771298
16876853,26663241
16876853,27583753
16876853,27607955
16876853,27741299
16876853,27786331
2945450,16876853
16876853,28309561
16876853,28494929
16876853,28557654
16876853,28607950
16876853,29080426
16876853,29688397
16876853,30412601
16876853,30632871
3203732,16876853
16876853,31241811
16876853,31785949
16876853,32180646
16876853,33319824
16876853,33664126
314761,16876853
16876853,35200074
16876853,35385517
16876853,35431607
16876853,35511516
16876853,35576913
16876853,36024322
5912738,16876853
6333531,16876853
6850439,16876853
6989602,16876853
7077066,16876853
7695340,16876853
7924627,16876853
9098501,16876853
9233840,16876853
9297425,16876853
9713013,16876853
9734625,16876853
9851889,16876853
1355150,12670688
1355150,1647418
1355150,12670688
1355150,18886765
1355150,19807678
1355150,12670688
1355150,12670688
1355150,1784078
1355150,19331237
1355150,12670688
1355150,20122661
1355150,2897862
1355150,28955192
1355150,3556772
1355150,24130698
1355150,28808107
1355150,24130698
1355150,5955482
1355150,7567967
1355150,7112042
1355150,5971544
12377195,12670688
12377195,12670688
12377195,12670688
12377195,12670688
12377195,12670688
12377195,12670688
12377195,12670688
2769140,12377195
12377195,12670688
387979,12377195
5975943,12377195
6236088,12377195
6279017,12377195
6539903,12377195
245576,4840920
3821596,4840920
2526978,4840920
4840920,5413745
79439,4840920
82163,4840920
4840920,6190465
4840920,7498043
98520,4840920
116706,4840920
125981,4840920
2575581,4840920
3107616,4840920
141342,4840920
322388,4840920
2130031,4840920
1149705,4840920
37495,4840920
1269404,4840920
1997146,4840920
3060,2200368
273,3060
439,3060
1548,3060
1548,3060
1579,3060
1647418,12670688
12670688,18886765
12670688,19807678
1784078,12670688
12670688,19331237
12670688,20122661
2897862,12670688
12670688,28955192
3556772,12670688
12670688,24130698
12670688,28808107
12670688,24130698
5955482,12670688
7567967,12670688
7112042,12670688
5971544,12670688
1647418,12670688
1647418,18886765
1647418,19807678
1647418,12670688
1647418,12670688
1647418,1784078
1647418,19331237
1647418,12670688
1647418,20122661
1647418,2897862
1647418,28955192
1647418,3556772
1647418,24130698
1647418,28808107
1647418,24130698
1647418,5955482
1647418,7567967
1647418,7112042
1647418,5971544
2769140,12670688
387979,12670688
5975943,12670688
6236088,12670688
6279017,12670688
6539903,12670688
12670688,18886765
12670688,19807678
1784078,12670688
12670688,19331237
12670688,20122661
2897862,12670688
12670688,28955192
3556772,12670688
12670688,24130698
12670688,28808107
12670688,24130698
5955482,12670688
7567967,12670688
7112042,12670688
5971544,12670688
1390901,1659268
1390901,2026329
1390901,2915351
1390901,3339335
1390901,4008037
1390901,4008037
403001,1390901
596677,1390901
245576,3821596
245576,2526978
245576,5413745
79439,245576
82163,245576
245576,6190465
245576,7498043
98520,245576
116706,245576
125981,245576
245576,2575581
245576,3107616
141342,245576
245576,322388
245576,2130031
245576,1149705
37495,245576
245576,1269404
245576,1997146
18658174,18841902
18658174,19327272
18658174,19545869
18658174,20248157
18658174,20984623
18658174,21465639
18658174,21476462
18658174,22910089
18658174,24529794
18658174,25009887
18658174,25771298
18658174,26663241
18658174,27583753
18658174,27607955
18658174,27741299
18658174,27786331
2945450,18658174
18658174,28309561
18658174,28494929
18658174,28557654
18658174,28607950
18658174,29080426
18658174,29688397
18658174,30412601
18658174,30632871
3203732,18658174
18658174,31241811
18658174,31785949
18658174,32180646
18658174,33319824
18658174,33664126
314761,18658174
18658174,35200074
18658174,35385517
18658174,35431607
18658174,35511516
18658174,35576913
18658174,36024322
5912738,18658174
6333531,18658174
6850439,18658174
6989602,18658174
7077066,18658174
7695340,18658174
7924627,18658174
9098501,18658174
9233840,18658174
9297425,18658174
9713013,18658174
9734625,18658174
9851889,18658174
18841902,19327272
18841902,19545869
18841902,20248157
18841902,20984623
18841902,21465639
18841902,21476462
18841902,22910089
18841902,24529794
18841902,25009887
18841902,25771298
18841902,26663241
18841902,27583753
18841902,27607955
18841902,27741299
18841902,27786331
2945450,18841902
18841902,28309561
18841902,28494929
18841902,28557654
18841902,28607950
18841902,29080426
18841902,29688397
18841902,30412601
18841902,30632871
3203732,18841902
18841902,31241811
18841902,31785949
18841902,32180646
18841902,33319824
18841902,33664126
314761,18841902
18841902,35200074
18841902,35385517
18841902,35431607
18841902,35511516
18841902,35576913
18841902,36024322
5912738,18841902
6333531,18841902
6850439,18841902
6989602,18841902
7077066,18841902
7695340,18841902
7924627,18841902
9098501,18841902
9233840,18841902
9297425,18841902
9713013,18841902
9734625,18841902
9851889,18841902
6304499,6646317
610248,6304499
667951,6304499
6304499,9922924
804826,6304499
6304499,14360723
6304499,15388371
6304499,15965735
6304499,18830821
6304499,18863723
6304499,19149123
6304499,20427076
6304499,21110285
6304499,21542832
6304499,23394732
2314071,6304499
2561482,6304499
242913,273980
610248,6646317
667951,6646317
6646317,9922924
804826,6646317
6646317,14360723
6646317,15388371
6646317,15965735
6646317,18830821
6646317,18863723
6646317,19149123
6646317,20427076
6646317,21110285
6646317,21542832
6646317,23394732
2314071,6646317
2561482,6646317
19327272,19545869
19327272,20248157
19327272,20984623
19327272,21465639
19327272,21476462
19327272,22910089
19327272,24529794
19327272,25009887
19327272,25771298
19327272,26663241
19327272,27583753
19327272,27607955
19327272,27741299
19327272,27786331
2945450,19327272
19327272,28309561
19327272,28494929
19327272,28557654
